identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
00vseind,South Eastern Vicinity of Pittsburgh,Index Map,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"Youghiogheny, Monongahela"
00vsep01,Part of City of McKeesport,Plate 1,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paw Paw al, Welsher al, Water st, Walnut st, Tube Works al, Third ave, Sheridan st, Strawberry al, Sinclair st, South Diamond st, Second ave, Blackberry al, Ringold st, North Diamond st, Haber al, Butler al, Church al, Delano ay, Sixth ave, Fourth ave, Mulberry al, Gould al, Hazel al, Huey st, Jerome st, Locust st, Market st, First ave ","Youghiogheny, Monongahela"
00vsep02,Part of City of McKeesport,Plate 2,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant st, Brick al, Bellefont al, Buena Vista st, Eight ave, Sixth ave, Eleventh ave, Penny st, Plum al, Shaws ave, Rose st, Sandy al, Olive st, School al, Ninth ave, Spring st, Tenth ave, Thorn al, Whigham st, Wilkins al, Tube Works al, Spruce st, Jenny Lind st, Water st, Grape al, Gardener al, Hill st, Harrison al, Hurrell al, Peach al, King al, Frank al, Kelly al, Lincoln st, Logan al, Mary st, Mulberry al, Market st, Huey st, Yough al ",Youghiogheny
00vsep03,Part of City of McKeesport,Plate 3,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belleview ave, Farm al, Eagle al, Evans ave, Enterprise al, West parkway, Seventh ave, Arch st, Hill al, Eight ave, Coursin st, Clifford st, Brad st, Versailles ave, East parkway, Gray al, Wiley ave, Hazel st, Jones st, Juniata st, Laurel al, May st, Park st, Petty st, Ridge st, Riggs al, Stones al, Union ave, White st, Fairview ave ","East Park, Fairview Cemetery, St. Joseph's Cemetery,"
00vsep04,Part of City of McKeesport,Plate 4,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White st, Oak al, Peach st, Colombia st, Marteniz al, Penn st, Evans ave, St Clair al, Wamplers way, Speilman, Jerome ave, Ogle al, Hazel st, Hill al, Park st, Center st, Virsion st, Wiley ave, Bard st, Armstrong st, Tyan al, Clifford ave, Fifth ave, Belleview ave, Tenth ave, Neel st, Coursin st, North st, South al, May st, Martin st, Wood st, Fourth ave, Peach al ",Monongahela
00vsep05,Part of McKeesport,Plate 5,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Locust st, Manor ave, 14th st, 15th st, Ivy st, Trust al, Clay st, Clay al, Bouquet st, 16th st, Byron st, Hawkin al, Carnegie ave, 13th st, Versailles ave, Walnut st, 11th st, Rose st, Berlin st, Market st, Jackson al, Ferrigan st, Tube Works al, Palmer st, Grant st, Gibson st, Federal ave, Hitchcock st, Soles st, Evans ave, Oak st, Park st, Bridge st, South Park way, Irwin st, Library ave, Butler ave, Bank st, Huey st, River st, Stewart st, Union ave, 12th ave, Beaver st, Beech st, Manor st, Flagler ave, Willow ave, Converse ave, Jenny Lind st ","South Park, Reservoir, Youghiogheny"
00vsep06,"Part of City of McKeesport, Versailles Twp",Plate 6,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,Allegheny County (Pa.),Versailles (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corn al, Barn al, Hamilton ave, Crab al, Orchard al, Freemont ave, Diamond al, Thurman ave, Banker ave, Allison st, Murphy al, Exchange al, Morton ave, Mercantile ave, Main st, Olive al, Barnum al, Barnum ave, Pirl st, Woodland ave, Sinclair ave, Mains al, St Peter's ave, Church, Wesley ave, Cookman al, Williams ave, Luther al, Seabury ave, St Mary's al, Calvin ave, King ave, Tyler ave, McKinley st, Carson st, Sumac st, Rosena ave, Parker st, Foster al, Isenberg st, Starcamp st, Cherry ln, Gleason st, Gibson st, St John al, Alhambra al, O'Dair ave, Silver al, Panama st, Magee al, Ferguson ave, Tate al, Collins st, Hall al, Gray st, Stewart st, Orchard st, Grandview ave, Ridge st, Forest ave, Cleveland ave, Short st, Laurel al, Auburn st, Oak st, Oak al, De Long al, Atcheson ave, Dinsmore ave, Orange al, Stewart ave, Forbes al, Garbett ave, Hall al, Grover ave, Irwin al, Palm Green st, Thurman ave, Soles ave, Harrison ave, Power ave, Powderly al, Ross st, Maple st, Dove al, Scott st, Beaver ave, Hitchcock ave, Packer st, Powderly ave, River st, Jenny Lind st, Irwin st, Scott ave, Gray al, West parkway, Park st, May st, Cherry st, Juniata st, Jones st, Petty st, Hill al, Laurel al, Fairview ave, Farm al, Stewart st, Eaton ave, Bouquet al, Duquesne ave, Hazel st, Donovan st, Ridge ave, Grandview ave, Cleveland ave, Barnum al, Forest ave, Cherry ln, Riggs al, Wiley ave, Versailles ave, Union ave, Stones al, White st, Harrison ave ","St. Mary's Cemetery,"
00vsep07,Part of McKeesport,Plate 7,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summitt st, Elm st, Bowman ave, Mahaffey st, Ridge st, Queen st, Sylvan st, Cherry st, Cherry al, Mathis st, Homer st, Linden ave, Linden ave, Cronemeyer ave, Chester st, Summit ave, Quay st, Hartman ave, Forest ave, Reed st, Shady ave, Grove al, Water al, Dewees st, Fayette ave, Bennett st, Camp st, Summitt ave, Hartman al, Gas al, Sterling, Jarvis st, Milvina st, Ewing st, Highland ave, Cronemeyer ave, Shields ave, Dark al, Versailles ave, 11th ave, 10th ave, 9th ave, 8th ave, 7th ave, Soles st, Day al, 4th st, 3rd st, River st, Fifth ave, 6th ave, 6th ave, Sarah st, Short st, East st, Shady ave, Moss al, Riverside ave, Evans ave, Anderson ave, Fawcett st, Rebecca st, Main ave, Freeland ave, Boyd ave, Craig st, Patterson st, Freemont st, Uno al, Isenberg st, Cliff ave, East al, Pirl st ","McKeesport & Versailles Cemetery, Monongahela"
00vsep08,"Parts of City of McKeesport, Versailles Twp",Plate 8,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,,Allegheny County (Pa.),Versailles (Township),,Allegheny County (Pa.),North Versailles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park way, Linden ave, Aberle ave, Pennsylvania ave, Clinton st, Navy st, Highland ave, Hoke al, Carlisle al, Columbia ave, 5th ave, Oak st, Gas al, Gas al, Bowman ave, Bowman ave, Bowness ave, Franklin ave, Franklin ave, Morton al, Stone al, Orchard st, Potomac ave, Shady ave, Maple st, 5th ave, Wabash ave, Cliff st, Gresham al, Bissell al, Russell al, Smith al, Township rd, Treasury st, Chesapeake ave, Lamont al, Senate st, Jersey ave, Congress st, Delaware ave, Pine al, Capital st, Vermont ave, California ave, Georgetown ave, Race al, Skelly st, John al, James al, Robert al, Frederick al, Kansas ave, White Oak Level blvd, Raymond al, Willard al, Pennsylvania ave, Hill al, York ave, Delaware ave, Line al, Spring al, Vermont ave, Capitol st, State st, Foster st, Jersey ave, Ohio ave, Fern al, Boyer al, Jones al, Dewees st, Fayette ave, Forest ave, Main ave, Milvina st, Shields ave, Bennett st, Ewing st, Fawcett st, Gas st, Jarvis st, 5th ave, Sterling st, Leech ave, Dome ave, Water al, Parkway, Riggs st, Vine st, Popular st ",Monongahela
00vsep09,"Ward 11 McKeesport, Plan of Coultersville",Plate 9,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,Christy Park,Allegheny County (Pa.),Coultersville,,Allegheny County (Pa.),South Versailles (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houghton ave, Youghiogheny ave, Front st, Barton ave, Schaum al, Brown ave, Penny st, Neal al, Connellsville al, Blaine st, Juniata st, Wampler al, Locust st, Outlet al, Ward al, Patterson ave, Coursin al, Sill ave, Beale st, Hamilton st, Lountz al, Hill st, Sherman st, Passenger al, Freight al, Fifth st, Stockdale ave, Baker al, First st, Second st, River st, Third st, Depot st, School rd, Sixth st, Seventh st, Eighth st, Ninth st, Willow ave, Snow al, Fourth st, Pangross al, Speer al, Butler ave, Fall al, Federal ave, Smith al, Flagler ave, Jack al, Plum al, Volk al ","Reservoir, Youghiogheny"
00vsep10,The 10th Ward of McKeesport,Plate 10,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),McKeesport,Reynoldton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Township rd, Rebecca st, Coal al, Cherry al, Albion st, Point st, Wayne st, Pine al, Peach al, West Fifth ave, Monterey ave, Archer ave, Ruth st, Popular st, Manning st, Elder al, Havilla st, Mary st, Walnut st, Lysle st, Locust al, Edwin st, March al, Bridge st, Reed st, Windsor st, Penn st, Reynolds ave, Dale st, Ann st, Hickory al, Monroe st ","Youghiogheny, Monongahela"
00vsep11,"Plans of Twps of Versailles, South Versailles",Plate 11,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Versailles (Township),,Allegheny County (Pa.),South Versailles (Township),,Allegheny County (Pa.),North Versailles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Line al, Sill ave, Lincoln ave, Belmont ave, Atwood ave, Short al, Dallas ave, State rd, Water al, Spruce al, Middle al, Long al, Fourth ave, Cedar al, First st, Larch st, Second ave, Fifth st, Snake Hollow rd, Foster st, Center st, Michigan ave, Virginia ave, Pennsylvania ave, Ohio ave, Central st, Ferry rd, Ninth st ","St. Mary's Cemetery, Youghiogheny"
00vsep12,Plan of Boro of Versailles,Plate 12,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Versailles,,Allegheny County (Pa.),Versailles (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne st, Vine st, Walnut st, Ash st, 4th (Woodlawn) ave, Ferry rd, Elm st, 1st st, Grove al, Sumac al, Third (Popular) ave, Birch al, Second ave, Pine al, Lovett al, Washington st, First ave, Juniper st, River al, Lincoln, Jefferson, Washington, High st, Larch st, Wamper st, Bayne st, Central ave, Chestnut st, Locust st, Railroad ave, Boston st, McClure st, Long Run rd ","Hebrew Cemetery, Cemetery, Youghiogheny"
00vsep13,Plan of Homestead,Plate 13,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Homestead,,Allegheny County (Pa.),Munhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park al, Plum al, 13th ave, Oak al, 12th ave, Laurel al, 11th ave, 10th ave, Locust al, 9th ave, Hazel al, 8th ave, 14th ave, 5th ave, 21th st, 7th ave, 4th ave, 16th st, Boon al, Duke al, Wood st, Race al, 22th st, 19th ave, 20th st, Pine al, 19th st, 18th ave, 18th st, 17th ave, 17th st, 15th st, Brace al, Dixon st, New Township rd, Grant st, Scotia pl, Harrison st, Louis st, Sarah st, Martha, Blake al, Brush al, Bond al, Park way, Bark al, Bluff al, Elm al, Andrew st, Dickson st, 3rd ave, Library pl, West st, Beech al, 2nd ave, Hesel st, Cherry al, Ammon st, Glenn st, Maple ave, City Farm ln, Mifflin st, West st, Ann st, Hays st, McClure ","Homestead Park, Homestead Reservoir, Monongahela"
00vsep14,Part of Mifflin Twp West of Homestead,Plate 14,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,Allegheny County (Pa.),Baldwin (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles ave, 7th ave, Benezet ave, Bloom st, Coke ave, Basic ave, Hemlock ave, Beam st, Stack al, River st, Helen st, Mary st, Locust al, Cherry st, Hazel al, Mesta st, Neel st, Cherry al, 13th st, Howard st, Station al, Buchman, 9th ave, Harbison st, 16th st, 15th st, 10th ave, Hays st, McDonald, Sylvan st, 12th st, 11th st, Grandview blvd, Sarah st, Walnut st, Forest ave, Wood st, 14th st, Railroad st, Flange st, Chord st, Beech al, Plum al, Short al, Sheffler st, Gauge st, Angle st, Mill st, Mulberry al, Wylie st, Watson st, Wilson st, Cready st, Trestle st, Hays ave, Clippings st, Harden st, Pine al, Bessemer st, Clarion st, Peach al, Elm al, Clay al, Revenue st, Laurel st, Ingot ave, Ash al, Pear al, Mayflower al, Mayflower al, 8th ave, Doyle ave, Marina st, Parry st, Oak al, Laurel al, Channel st ",Monongahela
00vsep15,Part of Mifflin Twp South East of Homestead,Plate 15,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,Allegheny County (Pa.),Munhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green Spring ave, Oak al, Garfield ave, Pine al, West ave, Hemlock al, Lincoln ave, Corey st, Brice st, Hawkins st, Robert ave, Grant st, Wells al, Homestead ave, Sherman st, Carnegie ave, Hays st, Munhall rd, Duquesne ave, Maple al, Martha st, Baldwin al, Center st, 2nd ave, Bowes ave, Robert ave, Campbell st, Champaign al, Sylvina st, Hays st, Home st, Francis st, Harding al, Vane st, Trumbull al, Clark al, Hyman al, 3rd ave, Logan al, 4th ave, Miller al, 5th ave, Butler al, 6th ave, Green al, Lea st, 1st ave, Oak al, Green Spring ave, Grant st, Center st, Hawkins st, Corey st, Terrace ave, Lincoln ave, Spruce al, Hemlock al, Guy st, Garfield ave, Hays st, Virgin ave, East st, Jane st, Clark al, Beech al, 7th ave, 8th ave, 9th ave, Avon ter, Pine al, Pear al, Cherry or Jack st, Franklin st, Washington st, Lincoln st, Highland st, Clinton st, Cherry al, Farragut al, Farragut al, Homestead ave, Chestnut rd, Carnegie ave, Charles st, Perry st, Ridge al, Dewey st, Charles st, Walnut st, Public rd, Township rd, Munhall rd, Mary st, Chestnut st, Kennett st, Vondera st, Chalfant st, Mclean st, O'Brecht st, Regina st, Dora st, George st, Frank st, Hazel st, Henry st, Dean st, Chapman ave, Laura ave, Helen ave, Douglas ave, Haldane st, South st, Freutal st ","St. Mary's Cemetery, Homestead Cemetery, Hebrew Cemetery, Monongahela"
00vsep16,Part of Mifflin Twp,Plate 16,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Short st, Hill st, Mays st, Madison ave, Gem st, Davison st, Watson st, Neel ave, Township rd, Carter st, Cready st, Hays st, Wheeling st, Arthur ave, Drexel ave, Baldwin st, Laurel st, Ridge st, Baltimore ave, Township rd, Oak st, Maple st, Park View ave, Woodland ave, Homer ave, Risher ave, Girard ave, Magee ave, West st, McAdams ave, Seif ave, Haslett ave, Beech rd, Wilson ave, Davis ave ","Bridge, Homestead Cemetery, "
00vsep17,"Parts of Lincoln Place, Neel Park, McElhinney in Mifflin Twp",Plate 17,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,Allegheny County (Pa.),Baldwin (Township),,Allegheny,Pittsburgh,Lincoln Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison st, Neel ave, Risher ave, McElhinney ave, Grace st, Davis ave, Drexel ave, May st, Parkview ave, Homestead ave, Marian ave, 1st st, Homer ave, Main st, Wheeling st, Traction ave, Helen ave, Baltimore ave, Arthur ave, 3rd st, Gas st, 2nd ave, Magee ave, Haslett ave, Wilson ave, Short st, Girard ave, Gem st, McAdams ave, 2nd st, Woodland ave ",
00vsep18,Part of Mifflin Twp,Plate 18,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,Allegheny County (Pa.),Duquesne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watson st, Carter st, Township rd, Frederkeil st, Terrace st, Oak st, Cochran st, Camp st, Ridge st, Ridge st, Walnut st, Victor st, Pearl st, Center st, Crawford st, Chestnut st, Bradshaw st, Baldwin st, Railroad st, Coal st, Duquesne ave, 9th ave, 4th ave, Cliff st, Auriles st, Cready st, Viola ave, Oak al, Hays st, Seif ave, Division st, Altmeyer ave, Union st, Kahler st, 7th st, 6th st, 5th st, 3rd st, 2nd st, 1st st, Lippincott st, Priscilla ave, Graham st, Savey ave, Oliver ave, Neverline ave, Hester st, Gilmore st, Arch st, Kennedy ave, Patterson ave, Linden st, Catharine st, Pirl st, Erwin st, Washington st, Grant ave, Wool st, Mill st, Norman st, Hill st, Superior st, East Duquesne ave, River ave, Hamilton ave, Meadow ave, State st, Water st ","Kennywood Park, Cemetery, Monongahela"
00vsep19,Boro of Duquesne,Plate 19,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Duquesne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First st, Cedar al, Centre al, Sycamore al, Altmeyer ave, Spiedmont, Second st, Parallel al, Locust al, Hamilton ave, Edith, Hero, Raymond ave, Bluff al, Hickory al, Fourth st, Zend al, Chestnut al, Viola ave, Poplar al, Seventh st, Norman st, Run st, East Duquesne ave, Peter st, Ray al, Fifth st, William st, Friendship ave, Sixth st, Auriles st, Water st, Mill st, Apple al, Linden st, Peach al, Superior st, Plum al, Apricot al, Prune al, Strawberry al, St Clair st, Raspberry al, Ross st, Meadow st, Huckleberry al, Erwin st, Orange al, Seward st, Matlock ave, River ave, Oliver ave, Maple st, Mulberry al, Maple al, Coal al, Hill st, Quarry al, Washington st, Stowe al, Camp st, Pirl st, Duquesne (Cochran st) ave, Vine al, Violet al, Harrison al, Granta ave, Centre st, Walnut st, Catherine st, Hickory al, Neverline ave, Pearl st, Crawford st, Cherry al, Ridge st, Ridge al, Arch st, Chestnut st, Railroad st, Oak st, Line al, Kennedy st, Oak al, Orchard al, Grape al, Pine al, Victor st, Afton way, Savey ave, Comet al, Marion st, Black Oak al, Short st, Barbara st, State st, Short st, Catherine ave, Bessemer st, Cochran st, Patterson ave, Priscilla way, Kennedy ave, Mifflin st, Lippincott st, Library ave, Graham st, Beech al, Thorn al, Collier al, Neptune al, Bradshaw st, Vincent al, Stone al, Kahler st, Wool st, Church st, Graff st, Hester st, Gilmore st ",Monongahela
00vsep20,Plan of Dravosburg in Mifflin Twp,Plate 20,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,Allegheny County (Pa.),Dravosburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongahela ave, Locust al, Dravo st, Mound ave, Dewey st, Rose al, Duquesne ave, Alvin ave, Amily al, Martin al, Coal al, Laura ave, Alder al, Corine ave, Front al, Long al, Elizabeth st, Grant st, McClure st, Patison al, Cedar al, Euclid ave, Christian st, Cherry al, Popular al, 2nd st, 1st st, 3rd st, Line al, 4th st, Beech al, 5th st, Maple ave, Hill st, Charles ave, Ash al, Bandanna al, Scott al, Goldstrom st, McCleland, Carlysle st, McLain st, Richland ave, 6th st, Park ave, Hickory al, Washington st, Clay st, Ridge ave, Ravine st, Sherman ave, Raymond st ","Richland Cemetery, Lutheran Grave Yard, Monongahela"
00vsep21,Part of Mifflin Twp,Plate 21,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,Allegheny County (Pa.),Dravosburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3rd st, Christian st, Clay st, 4th st, Carlysle, Washington ave, 6th st, Richland ave, Maple ave, McClure st, Goldstrom, Sherman ave, Euclid ave, 1st st, 5th st, Ravine st, Charles st ","Richland Cemetery, Cemetery, Monongahela"
00vsep22,Part of Mifflin Twp,Plate 22,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mifflin (Township),,Allegheny County (Pa.),West Mifflin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"Coal Pit, Cemetery, "
00vsep23,Plan of Glassport in Port Vue Boro,Plate 23,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Port Vue,,Allegheny County (Pa.),Glassport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maryland ave, Peach al, Delaware ave, Spruce al, Indiana ave, 5th st, Michigan ave, Cypress al, Nevada ave, Ontario st, Cherry al, Detroit ave, Summit ave, 6th st, 7th st, 8th st, 10th st, Atlantic ave, Date al, Birch al, Minnesota ave, 11th st, 1st st, Earlington, Town ave, Nebraska ave, Hedge al, 3rd st, 2nd st, Louisiana ave, Sugar al, Harrison st, Harrison st, Monongahela ave, Arch st, Marie ave, Edmond st, Vermont ave, 4th st, Green st, Thorn al, Allegheny ave, Fairview ave, Kentucky ave, 9th st, Erie ave, Iowa ave, Pine al, Fie al, Janiata ave, Monongahela ave, Tennessee ave, Hemlock al, Ohio ave, Plum al, Oregon ave, Erie ave, Fern al ",Monongahela River
00vsep24,Part of Port Vue Boro,Plate 24,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Port Vue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spruce st, Pit al, Euclid ave, Linden st, Walnut st, Walnut al, Mount al, Forest ave, Chestnut st, Pine st, Grove st, Straw al, Fern st, Port Vue ave, Sylvan ave, Dover al, River st, Cliff st, Hill st, Grove ave, Arch st, Front st, High st, Coal al, Drug al, Block al, Laredo st, Tacoma ave, 4th st, Dale ave, Maple st, Southern ave, Heilock al, Pine al, Euclid ave, Cedar al, 6th st, Beech al, 3rd st, 2nd st, Maple al, 1st st, Bluff st, Woodland ave, Ravine st, Dart al, McClure al, Scott ave, Short st, Fairmount ave, Township rd, Locust al, Maple al, Glenn ave, Linden ave ",Youghiogheny
00vsep25,"Plan of Lincoln Twp, Port Vue Boro",Plate 25,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Port Vue,,Allegheny County (Pa.),Lincoln (Township),,Allegheny County (Pa.),McKeesport,Reynoldton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navilla st, Mary st, Dale ave, Dale st, Sinclair st, Penn st, Lysle st, Havilla st, Edwin st, Finney al, First st, Archer ave, Windsor st, Rural ave, Rural way, Second st, Edmundson ave, Hilda ave, Third st, Irene st, Rustic way, Rustic ave, Pennsylvania ave, Wayne st, 6th st, Couch ave, Century ave, Aurora ave, Bethlehem rd, 9th st, 10th st, 4th st, Southern ave, Harrison st, Linden ave, Woodland ave, Pine st, Port Vue ave, Euclid ave, Chestnut st, Juniata ave, 3rd st, Arch st, Delaware ave, 2nd st, 5th st, 7th st, 8th st, Nebraska ave, Erie ave, Ohio ave, Monongahela ave, Vermont ave, 1st st ","Beulah Cemetery, Grave Yard, Elizabeth Driving Park, Monongahela, Youghiogheny"
00vsep26,Plan of Elizabeth Boro,Plate 26,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Elizabeth,,Allegheny County (Pa.),Elizabeth (Township),,Allegheny County (Pa.),Forward (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay st, Mulberry al, Eight st, Ninth st, 10th st, 11th st, 12th st, Mulberry st, Brauff all, Kender al, Glass st, Sherman st, Short st, Ekin ave, Seventh st, Fifth st, Grant st, Middle al, Water st, Polk st, Market st, Wilson al, Sheriff ave, Irwin ave, Penniman ave, Oak ave, Cemetery st, Patterson st, Walnut st, 2nd st, Fourth st, Clay st, Mill al, Hill al, Church st, Monongahela ave, McKeesport ave, Locust st, Chicago ave, Cemetery st, Fergus st, Long st, Stewart st, Underwood ave, First st, Park ave, Shaffer ave, Elizabeth ave, Oxford ave, Douglas ave, Wylie ave, Monongahela ave, Fergus ave, Graham ave, Plum st, Allegheny ave, Bayard st, Pennsylvania ave, Tanner al, Chicago ave, Ferry st, Station way, Sixth st, Tanner st, Third st, Second st, McKeesport rd, Lincoln st, Strawberry al ","Catholic Cemetery, Walkers Cemetery, Elizabeth Cemetery, Public Square, Elizabeth Cemetery, Monongahela"
00vsep27,Plan of Elizabeth Twp,Plate 27,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Elizabeth,,Allegheny County (Pa.),Elizabeth (Township),,Allegheny County (Pa.),Lincoln (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Third st, Chicago st, Water st, First st, Second st, Logan st, Park ave, Market st, Allegheny ave, Elizabeth ave, Oxford ave, Wylie ave, Center, Meadow st, Fergus ave, Brown, Main, Queen, Penn, Wood, Vine, Ross st, Locust st, Fourth st, Fifth st, Sixth st, Seventh st, Shaffer ave, Ninth st, Graham ave, Station way, Chicago ave, Lincoln st, Monongahela rd, Monongahela ave, McKeesport rd, Underwood ave, Eight st ","Cemetery, Youghiogheny, Monongahela"
00vsep28,"Plan of Greenock P.O., Industry P.O., Buena Vista, Boston in Elizabeth Twp",Plate 28,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Buena Vista,,Allegheny County (Pa.),Greenock,,Allegheny County (Pa.),Industry,,Allegheny,Boston,,Allegheny County (Pa.),Elizabeth (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penn st, Virgin al, Hill al, Queen st, Onion al, Water st, Third st, Wylie ave, Scott al, Meade st, Coal al, Penn st, Main st, Third st, 1st st, Second st, First st, Ross st, Orchard al, Logan st, Halket al, Second st, Main st, Wood st, First st, Vine st, Spice al, Stone al, Fourth st, Walnut st, Township rd, Lincoln st, Main st, Fourth st, Chestnut st, 2nd st, Brown st ",Youghiogheny
