identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
20090924-hopkins-0027,"South Shore, Duquesne Heights",Plate 25,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,South Shore,Allegheny County (Pa.),Pittsburgh,Duquesne Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chartiers ave, Linhart st, Atwood ave, Steuben st, Chestnut st, Planet st, Beaumont st, Boundary st, Elliot st, Lander st, Hill st, Harmer al, Hill al, Chartiers st, Center st, Balfour way, Angle st, Robb st, Lethans st, Lookout st, Virginia st, Valentine st, Fairview ave, Cherry way, Cricket way, Elizabeth st, Edison st, Plum al, Faulaski al, Rue Grandview st, Rush st, West Carson st, Mill st, Violet al, South Main st, Neptune Water st, Independence st, Washington turnpike, Flora st, Greenleaf st, Horner st","Ohio River, Pittsburgh and Lake Erie Railroad, Pittsburgh, Cincinnati and St. Louis Railroad, Little Saw Mill Run Railroad, Saw Mill Run"
20090924-hopkins-0028,"Duquesne Heights, West End",Plate 26,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,West End,Allegheny County (Pa.),Pittsburgh,Duquesne Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood st, Western st, Herschell st, Sparta st, Harker st, Lanark st, Zion st, Main st, Steben st, Wabash ave, Alexander st, Violet al, Virgin al, Mill st, Neptune st, Alexander st, Bridge st, Parkway st, Independence ave, Flora st, Greenleaf st, Horner st, Flora al, Rutledge st, Vaughan st, Llewellyn al, Bradley st, Wettengel ave, McNeal way, Knowlton way, Baden way, Gormley way, Dedrick way","West End Park, Little Saw Mill Run Railroad, Saw Mill Run"
20090924-hopkins-0029,West End,Plate 27,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,West End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roedler al, Jerome st, Lohrman al, Valora st, Hethlon st, Rambo al, Winamac st, Valora st, Wittmann st, Lohrman al, Coverdale st, Winona st, Noblestown Plank rd, Kearns rd, Hill way, Clay way, Manchester way, Independence st, Sarah st, Junius st, Charles st, Hagan st, Orchard st, Spring al, James st, Alice st, Belle st, Springfield ave, Stowe al, Tusker st, New York st, Celses al, Albany st, Clave al, Rhode Island st, Savannah st, Syracuse st, Mutton al, Camden st, Adolph st, Adolph al, Henry al, Antelope st, Montgomery st, Junius st, Journal st, Castor st, Corinth st, Eleanor st, Center st, Woodville st, McKnight st, Shaler st, Wabash st, Warden st","West End Park, Saw Mill Run, Little Saw Mill Run Railroad"
20090924-hopkins-0030,Beechview,Plate 28,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Beechview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodville ave, Lebanon ave, Banksville ave, Camden st, Wilmerding st, Lewis st, Elm st, Lime st, Pointview st, Lupton st, Pollock al, Sweet Briar st, Olympia st, Alta al, Meridan st, Altemus al, Meta st, Oneida st, Fetterman al, Alta st, McKnight rd, Wabash st, Shaler st, Fingal st, Republic st, Shannon st, Clarence st, Well st, Edith st, Augusta st, Wyota st, Sweet Briar st, Virginia ave, Plymouth st, Sycamore st, Meridan st, Piermont st","Saw Mill Run, West Side Belt Railroad"
20090924-hopkins-0031,"Pittsburgh Vol. 4, Hopkins Co.",Sewer System,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090925-hopkins-0001,"City of Allegheny, 1st-8th, 12th & 13th Wards",Title Page,1907,G.M. Hopkins,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090925-hopkins-0002,"1st-8th, 12th & 13th Wards",Index Map,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090925-hopkins-0003,Allegheny Center,Plate 1,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Allegheny Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North ave, Sherman ave, Montgomery ave, West Montgomery ave, Erie st, East Erie st, North Diamond st, Arch st, Ohio st, East Ohio st, West Diamond st, East Diamond st, Sandusky st, Union ave, Murtland al, Ark al, Federal st, Morton st","St. Peter's Roman Catholic Church, Allegheny High School, Presbyterian Hospital of Pittsburgh, Church of the First Disciple, Fourth United Presbyterian Church, St. Peter's Parochial School, City Hall, Carnegie Free Library, Music Hall, Sandusky Baptist Church, St. Paul's Evangelical Lutheran Church, Reformed Presbyterian Church, Central Presbyterian Church, Christ Episcopal Church, First United Presbyterian Church, North Park"
20090925-hopkins-0004,Allegheny Center,Plate 2,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Allegheny Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craig st, Sherman ave, Stockton ave, Park way, Arch st, Diamond st, West Diamond st, Sample al, Burgess al, East Ohio st, South Diamond st, Church ave, Fountain st, East Diamond st, Wing al, Parker al, Sandusky st, Young al, Union ave, Hope al, Penn st, Federal st, Slush al, Hemp al, Knox al, Mulvey al, Georges Al, Pine al,","Pittsburgh Forth Wayne & Chicago Railroad Yard, Allegheny Station, First Presbyterian Church, First Evangelical Lutheran Church, Diamond Park, Allegheny Market House, Allegheny General Hospital, Second United Presbyterian Church, Central Reformed Presbyterian Church, Concordia Club, Pennsylvania Railroad Company, First German Methodist Church,"
20090925-hopkins-0005,North Shore,Plate 3,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craig st, Kilbuck st, Robinson st, West Canal st, Lacock st, Darrah st, Balkam st, Bird al, Excelsior al, St. Mary's ct, Federal st, Isabella st, River ave, Sandusky ave, Arbuckle al, Stoodart al, Factory al, Birn al, Anderson st, Hope al, Cairo al, Rampart al, Vine al, Rose al, Wade al, Penn st, Race al, Anderson st","Allegheny River, Pittsburgh & Western Railway, Westinghouse Foundry, Westinghouse Electric & Manufacturing Company, 6th Street Bridge, 9th Street Bridge, Pittsburgh & Western Railway Freight Station, Pittsburgh & Western Railway  Passenger Station,"
20090925-hopkins-0006,"Allegheny Center, East Allegheny",Plate 4,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh ,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union ave, East Ohio st, Cedar ave, North ave, West al, Monitor al, First st, Second st, Third st, James st, Middle st, Tower st, Shawnee st, Elenora st, Gepst al, Madison ave, East st, Tripola st, Suisman st, Foreland st, Second al, Third al,","East Park, German Baptist Church, St. Paul's German United Evangelical Church,"
20090925-hopkins-0007,"Allegheny Center, East Allegheny",Plate 5,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh ,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Ave, East Ohio st, Cedar ave, Church ave, Washington st, Burke al, Liberty st, Avery st, Virgin al, King al, Middle st, Nelson st, North st, Madison ave","East Park, Western Pennsylvania Railroad, Home For the Aged Poor, St. Peter's Evangelical Lutheran Church, St. Mary's School, St. Mary's Roman Catholic Church, German Masonic Hall, Allegheny Institute & Mission Church, First German Evangelical Lutheran Church,"
20090925-hopkins-0008,"North Shore, East Allegheny",Plate 6,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,North Shore,Allegheny County (Pa.),Pittsburgh ,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson st, Church ave, River ave, Scott st, Post al, Carlisle al, Lacock st, Morgan st, Robinson st, Grantham st, Bell al, Goodrich st, Hope st, Hickory al, Voeghtly st, Madison Ave, Perry al, Gray al","Allegheny River, 9th Street Bridge, Pittsburgh & Western Railway, Western Pennsylvania Railroad, Pittsburgh Fort Wayne & Chicago Railway,"
20090925-hopkins-0009,North Shore,Plate 7,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant ave, South ave, St. Clair st, Rebecca st, Denny st, Borland al, Caroline st, Thomas st, Irwin ave, Rodgers st, Stevens al, Martin ave, School st, Kilbuck st, Robinson st, Ann st, Lacock st, Corry st, Itasco st, Isabell al, Craig st,","Allegheny River, Pittsburgh & Western Railway Company, Baltimore & Ohio Railroad, Pittsburgh & Western Railway, Phipps Playground,"
20090925-hopkins-0010,"Allegheny Center, Allegheny West",Plate 8,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh ,Allegheny West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegheny ave, Ridge ave, Lincoln ave, Manilla al, Western ave, Douglas pl, Beech st, Buttercup al, North ave, Grant ave, Chapel al, Ohio st, Irwin ave, Martin ave, Cliff st, Marburg st,  Marshall st, Irwin ave, Bank st, Coleman st, Marion ave, Sherman ave, Caroline st, Harding st, English al, Thomas st, Borland al, Rope al, Pasture pl,","Pittsburgh & Allegheny Orphan Asylum, Calvary Methodist Church, Western Theological Seminary, Pittsburgh, Fort Wayne & Chicago Railway, West Park, Phipps Conservatory, Washington Monument, Band Stand, Artificial Lake, Soldiers Monument, Humboldt Monument"
20090925-hopkins-0011,Central Northside,Plate 9,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Central Northside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irwin ave, North ave, Shannapin ave, West ave, Drovers al, Dawson st, Davis st, Taylor ave, Buena Vista st,  Ellsworth al, Benton al, Mifflin al, Morgan al, Jackson st, Monterey st, Day al, Resaca pl, Fisk st, Franklin al, Palo Alto st, Winters st, Graham al, Sherman ave, Webster ave, Geyer al, Veto st, Arch st","Allegheny United Presbyterian Theological Seminary, Pittsburgh Fort Wayne & Chicago Railway, Allegheny Widows' Home"
20090925-hopkins-0012,"Central Northside, Fineview",Plate 10,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Central Northside,Allegheny County (Pa.),Pittsburgh ,Fineview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arch st, North ave, Shannapin st, West ave, Ellsworth al, Barnet al, Pump al, McKain al, Sampson st, Friendship al, Jackson st, Lecky al, Race st, West Pearl st, Federal st, Chislett al, Pearl st, Hazlip al, Hemlock st, Magee st, McCrory al, Marie pl, Boyle st, McBrier al, Loraine st, White Oak al, Steel's al, Balph al, Sandusky st, Fountain st, Henderson st, Shears al, Regina al, Raspberry al, Creighton al, Lindsay al, Palmer al, Poplar st,","North Avenue Methodist Episcopal Church, Reformed Presbyterian Church, Masonic Hall, Brown Chapel African Methodist Episcopal Church, First Jerusalem Society of Pittsburgh & Vicinity Synagogue,"
20090925-hopkins-0013,"Central Northside, East Allegheny",Plate 11,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Central Northside,Allegheny County (Pa.),Pittsburgh ,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North ave, Tate al, Regina al, Raspberry al, Esplanade st, Hemlock st, Springfield st, Spring st, Fountain st, Graib st, Rodgers st, James st, Orchard st, Knoll st, Dunloe ave, Steep ave,  Mound al, Linden st, Middle st, Comprise st, Blaine al, Howard ave, Staud st, East st, Mill st, Gerst al, Madison ave, Pannier st","St. Mark's Lutheran Church, German Lutheran Episcopal Church, Tabernacle Baptist Church"
20090925-hopkins-0014,"Central Northside, Perry South",Plate 12,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Central Northside,Allegheny County (Pa.),Pittsburgh ,Perry South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irwin ave, Jackson st, Campbell st, Private al, Arlington ave, Ackley st, Columbia way, Columbia pl, O'Hern st, Terrace ave, Buena Vista st, Roberts st, Ehlers al, West Jefferson st, Slope al, Wood st, Strichlers al, Monterey st, Alpine st, Garfield st, Saturn al, Shields al, Springs al, East Jefferson st, Carroll st, Pryer al, Arch st, Perrysville ave, Clayton ave","Duquesne Marble Works,"
20090925-hopkins-0015,"Central Northside, Fineview, Perry South",Plate 13,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Central Northside,Allegheny County (Pa.),Pittsburgh ,Fineview,Allegheny County (Pa.),Pittsburgh,Perry South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson st, Pamage al, Blair al, Creighton al, Lindsay al, Alpine ave, Friendship al, Carroll st, East Jefferson st, Arch st, East Jefferson st, Lane al, Perrysville ave, Lithgow ave, Clayton ave, Eshelman st, Federal st, Heath st, High st, Fairmont st, McCorry al, Marie al, Hazlip al, Boyle st, Fountain st, Loraine al, Sandusky st, Henderson st, Bell ave, Sidney st, Sentinel st, School st, Clyde st, Hecla st, Ashford st, Jucunda st,  Parkview ave, Mead st, Denham st, Lanark st","Ingleside Place, Twelfth Ward Public School, Allegheny Trust Company"
20090925-hopkins-0016,"Fineview, Spring Hill-City View",Plate 14,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Fineview,Allegheny County (Pa.),Pittsburgh ,Spring Hill-City View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkview ave, Lanark st, Lawrence ave, Fineview ave, Ella st, Hargnett al, Warren st, Graib st, Rodgers st, Henderson st, Blind al, Quarry al, Pilot al, Jay st, Quincy st, Robert st, Lee st, Sam st, Carrie st, Spring ave, Compromise st, Hays al, Ashley st, Staud st, Howard ave, East st, Ludwig st,  Mill st, Madison ave, Loreda st, Locust st, Callen st, Wright st, Quebec st, Quarry st, Vine st, Radnor st, Raymond st, Stack al, Buente st","Twelfth Ward Public School,"
20090925-hopkins-0017,"Chateau, Allegheny West, North Shore",Plate 15,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Allegheny West,Allegheny County (Pa.),Pittsburgh ,Chateau,Allegheny County (Pa.),Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette st, Spruce st, Market st, Beaver st, South ave, Belmont ave, Lighthill st, Rebecca st, Ridge ave, Frazier st, Windsor st, Brown st, Walker st, Allegheny ave, Sturgeon st, Snowden st, Park st, Bowen st, Grant ave, Pawnee st, Patterson st, Shields st, Dilworth al, Sproat al","Ohio River, Pittsburgh & Western Railway, Crucible Steel Company of America, Labella Steel Works, Carnegie Steel Company, Allegheny Illumination Company, Allegheny Heating Company, Morrison Brothers Stone Yard"
20090925-hopkins-0018,"Chateau, Manchester",Plate 16,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh ,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver st, Mulberry st, Evens al, Chartiers st, Ridge ave, Rebecca ave, Belmont ave, Western ave, Blake st, Hopkins st, Page st, Fayette st, Faulkner st, Manhattan st, Kentucky ave, Central ave,  Miller st, Joint al, Selma al, Fulton st, Lincoln ave, Frazier st, Bidwell st, Lincoln ave, Manilla st, Reed st, Abdell st, Bailiff al, Barner al, Allegheny ave","Ohio River, Pittsburgh & Western Railway, Union Salt Works & Pittsburgh Calcium Company, Rodgers Sand Company, Fifth Ward Public School, Eureka Fire Company Number Seven, Trinity First Methodist Protestant  Church"
20090925-hopkins-0019,"Chateau, Manchester",Plate 17,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh ,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden st, Ohio St, Fayette st, Spruce st, Preble ave, Greenwood st, Locus st, Latrobe al, Eckey al, Franklin st, Rosedale st, Juniata st, Washington ave, Island ln, Magnola al, Market st, Laurel al, Beaver ave, Sheffield st, Hamlin st, Chartiers st, Stewart st, Manhattan st, Pennsylvania ave, Rush st, George al, Lake st, Ward st, Fulton st, Decatur st","Ohio River, Pittsburgh &  Western Railway, Pittsburgh Brass Company, Ornamental Iron Works, Sixth Ward Public School, Sixth United Presbyterian Church, Manchester Presbyterian Church, German Church, Baptist Church, Keystone Laundry, Emanuel Lutheran Church, German Presbyterian Church, Bethel English Lutheran Church, Union Methodist Evangelical Church, Pittsburgh & Cleveland Railroad"
20090925-hopkins-0020,"California-Kirkbride, Manchester",Plate 18,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh ,California-Kirkbride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette st, Frazier st, Hamlin st, Fulton st, Sheffield st, Bidwell st, Stewart st, Pennsylvania ave, Sedgwick st, Ward st, Locust st, Decatur st, Franklin st, Rush st, Juniata st, Lake st, Washington ave, Hahn al, Bailiff al, Cabinet st, Beymer al, Juno al, Daisy al, North Ave, Bouquet st, Paxton al, Pine al, Braddock st, Oak al, Grant st, Fremont st, Jackson st, Marquis st, Filmore st, Franklin st, McCauslin st, McDonald st, Irwin ave,","St. Joseph's Roman Catholic Church, Presbyterian Church of Manchester, Pittsburgh Fort Wayne & Chicago Railway, Engine House, Pittsburgh Concrete Company, Allegheny Foundry Company, Allegheny City Electric Station,  Fifth United Presbyterian Church,"
20090925-hopkins-0021,"Chateau, California-Kirkbride, Manchester",Plate 19,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh ,California-Kirkbride,Allegheny County (Pa.),Pittsburgh,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington ave, Island ave, Preble ave, Adams st, Vermont st, Delaware st, Scrip al, Bayard st, Stanton ave, Orbit st, Island ave, Magnolia st, Market st, Laurel al, Beaver ave, Strawberry ln, Brady st, Wayne st, Gladstone st, Evans al, Chartiers st, Nixon st, Hudson st, Grant al,  New Hudson st, Grant al, Hoffman st, Pine al, Knox st, Warner st, Manhattan st, Fulton st, High st, California ave, Newry st, Margaret st, Sigel st, Somerset st, Wolf al, Colfax st, Sumner st, Beaver ave","Ohio River, Pittsburgh & Western Railway, American Locomotive Company, Pittsburgh Works, Pittsburgh Allegheny & Manchester Transit Company, William H. Duff Molasses Refinery, St. Andrews Roman Catholic Church, St. Andrews Covent & School, St. Paul's Church, Pittsburgh Fort Wayne & Chicago Railway,"
20090925-hopkins-0022,"Manchester, California-Kirkbride, Perry South",Plate 20,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh ,California-Kirkbride,Allegheny County (Pa.),Pittsburgh,Perry South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington ave, Fulton st, Warner st, Adams st, Dill st, California ave, Sedgwick st, Sweeny al, Wolf al, Somerset st,, Sigel st, Margaret st, Colfax st, Sumner st, Island ave, Logan al, Logan st, Peach al, Kirkpatrick ave, Lamont al, Morrison ave, Kirkpatrick al, St. Marks pl, B st, A st, C st, Raspberry al, Ford st, Briton rd, Henry st, John st, Farris st, Charles st, Taggart st, Sarah st, Myrtle st, Melrose ave, Gallagher ave, Brighton pl, Nevada st, Nixon st, Fremont st, Irwin ave, Winifred st, Oakland st, Dover Hill st, Clifton Park ave, St Clair st, D st","Pittsburgh Fort Wayne & Chicago Railway, Uniondale Cemetery, Federal Street & Pleasant Valley Railroad Company,"
20090925-hopkins-0023,Perry South,Plate 21,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Perry South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irwin ave, Jefferson st, Terrace ave, Rolla st, Yale st, Brighton pl, Melrose ave, Clifton ave, Catherine st Gallagher st, Overlook st, Ridgewood ave, Garrison st, Norman st, McClintock ave, Harrison st, Buena Vista st, Perrysville ave, Drum st, Wilson ave, University ave, Clayton ave, Observatory ave, Hancock st, Vine st, Division st, Wilson ave, Lafayette ave, Linden ave, Koerner st, Lithgow ave, Eshelman st, Federal ln,","Western University of Pennsylvania, Observatory Hill Christian Church,"
20090925-hopkins-0024,Fineview,Plate 22,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Fineview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal ln, Morris st, Bell ave, Lombard st, Lafayette ave, Linden ave, Olive st, McNaugher ave, Maple ave, Cemetery ave, Maripod ave, Maple ave, Osgood st, Mead st, Willis st, Denham ave, Fairview ave, Pipe st, Rising Main st, Sentinel al, School al, Hargnett al, Biggs ave, Elm st, Plumb st, Lyon terrace, Geneva st, Ferguson ave, Ella st, Warren st, Pitt st, Wampum st, Wigwam st, Spring ave, Compromise st, Kline al, Toboggan st, Parker ave, Enterprise st,","St. Mary's Cemetery, Allegheny Municipal Hospital"
20090925-hopkins-0025,"North Shore, Troy Hill",Plate 23,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,North Shore,Allegheny County (Pa.),Pittsburgh ,Troy Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison ave, River ave, Saw Mill al, Walnut st, Main st, Carpenter al, Canal st, Liberty st, Back al, Virgin al, Ohio st, Cherry st, Chestnut st, Beech al, Converge al, Garnet al, Sarden al, Lawn al, Sycamore st, Upland al, Union al, Private al, Vine al","Allegheny River, St. Mary's Covent, 4th Ward Public School, Simpson Methodist Episcopal Chapel, St. Wenceslaus Church, Pittsburgh Iron Paint Works, Western Pennsylvania  Railroad, H.J. Heinz Company, Pittsburgh Western Railroad"
20090925-hopkins-0026,"East Allegheny, Spring Garden, Troy Hill",Plate 24,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,East Allegheny,Allegheny County (Pa.),Pittsburgh ,Troy Hill,Allegheny County (Pa.),Pittsburgh,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio st, Madison ave, Pike st, Perry st, Turner al, Eagle al, Read Oak al, Green st, Long al, Third st, Blossom al, Palmer al, O'Hara st, Concord st, Vista st, Chestnut st, Itin st, Virgin al, Congress st, Center st, Mobile st, Mogoc st, Unity al, Church al, Spring Garden ave, Unity al, Church al, Virgin al, Rickenbach st, Vinial st, Water al, Villa st, Wooster st, William st, Troy Hill rd, Prospect st, Summit st, Brabec Bohemian al, Arcola st, Hill st, Basin st","Teutonic Hall,  3rd Ward Public School, Independent Brewing Company of Pittsburgh, German W. E. P. Church, Lion Brewery, United Bohemian Society, Eagle Brewery  Company, German Evangelical Church"
20090925-hopkins-0027,"Spring Hill-City View, Spring Garden",Plate 25,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Spring Hill-City View,Allegheny County (Pa.),Pittsburgh ,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison ave, Wright st, Callen st, Quebec st, Quarry st, Vine st, Raymond al, Raymond st, Stack al, Loreda st, Buente st, Solar st, Spring st, Kaiser st, Klopfer st, Alber al, Fritz al, Waldo st, Coleman ave, Goehring st, Haslage ave, Yetta ave, Lilian ave, Hill st, Venango st, Vine st, Vista st, Long ln, High st, Itin st, Spring Garden ave, Arcola st, Hill st, Kamma al, Hunnel st, Florence st, Rhine st,","German Lutheran Evangelical Cemetery,  St. Ambrose Catholic Church, 7th Ward Public School"
20090925-hopkins-0028,"Fineview, Spring Hill-City View",Plate 26,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Spring Hill-City View,Allegheny County (Pa.),Pittsburgh ,Fineview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Compromise st, Howard ave, Rising Main ave, Elmira st, Elm st, East st, Raymond st, Stack st, Loreda st, Locust st, Buente st, Plank rd, Solar st, Spring st, Hill st, Venango st, Vine st, Long ln, Florence st, Erk al, Hoelman st, Hunnel st, Steine st, Lilian ave, Rhine st, Woessner ave, Wessel al, Robinson rd","German Lutheran Evangelical Cemetery,"
20090925-hopkins-0029,"Spring Garden, Troy Hill",Plate 27,1907,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh ,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upland al, Union al, Saw Mill al, Main st, Carpenter al, Pine st, Lumberman al, River ave, Troy Hill rd, Basin st, Villa st, Ohio st, Return rd, Tripod st, Fremont st, Kilkenbeck st, Buchanan st, Herman al, Angle st, Tell st, Herman st, Adrian st, Garden st, Hamilton st, Valentine st, Lowry st, Hoff st, Downing st, Overhill st, River ave,","Allegheny River, Pittsburgh & Western Railway, Allegheny City Water Works, City Reservoir, 8th Ward Public School, Croatian St. Nicholas Roman Catholic Church, St. Joseph's Roman Catholic Orphan Asylum, Western Pennsylvania Railroad, Allegheny River Back Channel, Herr's Island"
